Address,lat,lng
"1271 Salish Rd, Kamloops, BC V2H 1J9, Canada",50.7118472,-120.3364304
"5220 Bogetti Pl, Kamloops, BC V2C 4Y7, Canada",50.668563,-120.1824207
"1626 Valleyview Dr, Kamloops, BC V2C 3Z5, Canada",50.672729,-120.2947148
"450 Lansdowne St #225, Kamloops, BC V2C 1Y3, Canada",50.67696309999999,-120.3283904
"780 Windsor Ave, Kamloops, BC V2B 2B6, Canada",50.70823,-120.36361
"945 Columbia St W #100, Kamloops, BC V2C 1L5, Canada",50.6686436,-120.3511631
"726 Sydney Ave, Kamloops, BC V2B 1M9, Canada",50.6982837,-120.3608211
"795 McGill Rd Unit 105, Kamloops, BC V2C 0B9, Canada",50.66792299999999,-120.3604
"Yellowhead Hwy, Kamloops, BC, Canada",50.782153,-120.3212064
"1801 Princeton-Kamloops Hwy #402, Kamloops, BC V2E 2J7, Canada",50.65316,-120.36602
"1800 Tranquille Rd #1, Kamloops, BC V2B 3L9, Canada",50.700777,-120.393803
"3020 Westsyde Rd, Kamloops, BC V2B 7G2, Canada",50.7601711,-120.3494019
"490 Paul Lake Rd, Kamloops, BC V2H 1J8, Canada",50.7101678,-120.3274008
"6221 Barnhartvale Rd, Kamloops, BC V2C 5C2, Canada",50.6511605,-120.1567247
"7060 Old Highway 5, Kamloops, BC V2H 0B8, Canada",50.8603979,-120.2648535
"5150 Dallas Dr, Kamloops, BC V2C 6K6, Canada",50.6688286,-120.1870554
"256 Nicola St, Kamloops, BC V2C 2P4, Canada",50.6725169,-120.335095
"1210 Summit Dr, Kamloops, BC V2C 6M1, Canada",50.664964,-120.3523623
"1750 Pier Mac Way #301, Kelowna, BC V1V 2K4, Canada",49.9526124,-119.3878068
"4600 Lakeshore Rd #2, Kelowna, BC V1W 1K2, Canada",49.8173092,-119.4957334
"210 Hwy 33 W #200, Kelowna, BC V1X 2A3, Canada",49.8891639,-119.389341
"3195 Lakeshore Rd, Kelowna, BC V1W 3S9, Canada",49.8590795,-119.4909707
"5315 Main St #104, Kelowna, BC V1W 4V3, Canada",49.7943436,-119.5116303
"590 Hwy 33 W Unit 15, Kelowna, BC V1X 7M3, Canada",49.88997740000001,-119.3974255
"1500 Banks Rd d, Kelowna, BC V1X 7Y1, Canada",49.888085,-119.4281962
"663 Finns Rd, Kelowna, BC V1X 5B7, Canada",49.9076709,-119.3985004
"1171 Harvey Ave, Kelowna, BC V1Y 3H3, Canada",49.8818493,-119.4757793
"2170 Harvey Ave, Kelowna, BC V1Y 6G8, Canada",49.8824153,-119.4384993
"2789 K. L. O. Rd, Kelowna, BC V1W 4A5, Canada",49.8594135,-119.4234914
"319 Queensway, Kelowna, BC V1Y 8E6, Canada",49.8871592,-119.4960322
"3929 Lakeshore Rd, Kelowna, BC V1W 1V3, Canada",49.8422169,-119.4874731
"2040 Joe Riche Rd, Kelowna, BC V1P 1G7, Canada",49.8673137,-119.3457489
"1789 K. L. O. Rd #102, Kelowna, BC V1W 3P3, Canada",49.8605795,-119.4573963
"1940 Kane Rd Unit 102, Kelowna, BC V1V 2M4, Canada",49.9161993,-119.4432905
"1191 Gordon Dr #1171, Kelowna, BC V1Y 3E5, Canada",49.8930677,-119.4765763
"1973 Harvey Ave, Kelowna, BC V1Y 6G5, Canada",49.8814912,-119.4513467
"975 Academy Way #105, Kelowna, BC V1V 3C8, Canada",49.9356012,-119.3989919
"525 BC-97 #150, Kelowna, BC V1Z 4C9, Canada",49.8788382,-119.5358803
"2339 Hwy 97 N #510, Kelowna, BC V1X 4H9, Canada",49.8825308,-119.4308288
"1924 Summit Dr #111, Kelowna, BC V1V 3E9, Canada",49.9013217,-119.4532512
"2395 Gordon Dr #106, Kelowna, BC V1W 3X7, Canada",49.87126319999999,-119.4744963
"3699 BC-97 #103, Kelowna, BC V1X 5C3, Canada",49.9158082,-119.3893706
"1050 Frost Rd, Kelowna, BC V1W 0E4, Canada",49.8047911,-119.4733155
"1135 Stevens Rd #107, West Kelowna, BC V1Z, Canada",49.8648779,-119.5639057
"1978 Kirschner Rd, Kelowna, BC V1Y 4N6, Canada",49.8779157,-119.4588123
"1175 Ellis St, Kelowna, BC V1Y 2C6, Canada",49.89387560000001,-119.4920824
"1677 Commerce Ave, Kelowna, BC V1X 8A9, Canada",49.8932934,-119.4174178
"6808 Westside Rd, Kelowna, BC V1Z 3R8, Canada",50.1195838,-119.5106197
"Kelowna International Airport (YLW), 5533 Airport Way, Kelowna, BC V1V 1S1, Canada",49.9568415,-119.3787414
"591 Lawrence Ave, Kelowna, BC V1Y 6L8, Canada",49.88524959999999,-119.4902171
"1937 Gordon Dr, Kelowna, BC V1Y 3H8, Canada",49.879636,-119.4766097
"3175 Lakeshore Rd, Kelowna, BC V1W 3S9, Canada",49.8591566,-119.4900846
"1876 Cooper Rd #101, Kelowna, BC V1Y 9N6, Canada",49.8805509,-119.445761
"1835 Gordon Dr, Kelowna, BC V1Y 3A4, Canada",49.8816672,-119.4759425
"2280 Baron Rd, Kelowna, BC V1X 7E1, Canada",49.8808529,-119.4342102
"400 Ross St, Kimberley, BC V1A 2C6, Canada",49.6841527,-115.9816879
"C St, Kitimat, BC V8C 1V4, Canada",54.0544156,-128.6709678
"City Centre, Kitimat, BC V8C 1T6, Canada",54.05306479999999,-128.6520561
"874 Tsimshian Blvd, Kitimat, BC V8C 1T5, Canada",54.0542956,-128.6501225
"Kitwanga, BC V0J 1Y5, Canada",55.11167200000001,-128.0267755
"1767 MARINA Pt Rd, East Kootenay B, BC V0B 1T4, Canada",49.17238589999999,-115.2448429
"3989 BC-97, Logan Lake, BC V0K 1W0, Canada",50.6642723,-120.5265487
"1680 Timberlands Rd, Cassidy, BC V9G 1L8, Canada",49.0436223,-123.8833963
"1010 1st Ave, Ladysmith, BC V9G 1A5, Canada",48.9967737,-123.823137
"12590 Trans - Canada Hwy #101, Ladysmith, BC V9G 1M5, Canada",49.0142463,-123.8539734
"9882 BC-97, Lake Country, BC V4V 1V7, Canada",50.0253995,-119.4059363
"9522 Main St #72, Lake Country, BC V4V 1S6, Canada",50.02079939999999,-119.4053311
"11850 Oceola Rd, Lake Country, BC V4V 1E3, Canada",50.0539006,-119.4119034
"56 N Shore Rd, Lake Cowichan, BC V0R 2G0, Canada",48.8268116,-124.052676
"2668 Sooke Rd, Victoria, BC V9B 1Y6, Canada",48.43296170000001,-123.5221699
"737 Goldstream Ave #117, Langford, BC V9B 2X4, Canada",48.4472135,-123.4990145
"2792 Peatt Rd, Victoria, BC V9B 3V3, Canada",48.4499425,-123.5006391
"2903 Sooke Lake Rd, Victoria, BC V9B 4R3, Canada",48.4591117,-123.5536943
"975 Langford Pkwy, Victoria, BC V9B 0A5, Canada",48.4421125,-123.5144176
"2401 A Millstream Rd #131, Victoria, BC V9B 3R5, Canada",48.462505,-123.4978943
"8399 200 St, Langley Twp, BC V2Y 3C2, Canada",49.15465690000001,-122.668615
"8855 202 St., Langley Twp, BC V1M 2N9, Canada",49.1638212,-122.6613923
"19665 Willowbrook Dr #100, Langley, BC V2Y 1A5, Canada",49.1166397,-122.6795982
"21615 Fraser Hwy #100, Langley, BC V3A 4H1, Canada",49.0963814,-122.6239669
"20678 Willoughby Town Centre Dr a110, Langley Twp, BC V2Y 1X6, Canada",49.145151,-122.6483032
"19935 96 Ave, Langley Twp, BC V1M 3C6, Canada",49.177293,-122.6700232
"2364 200 St, Langley Twp, BC V2Z 1W9, Canada",49.0450387,-122.6684797
"20151 Fraser Hwy #101, Langley, BC V3A 4E4, Canada",49.1072391,-122.6626006
"20821 Fraser Hwy #27, Langley, BC V3A 4G7, Canada",49.1027157,-122.6454735
"4143 208 St, Langley, BC V3A 2H3, Canada",49.0765827,-122.6478353
"22071 48a Ave #101, Langley, BC V3A, Canada",49.0902039,-122.6450156
"26426 56 Ave d, Langley Twp, BC V4W 1P2, Canada",49.1035097,-122.4922299
"4010 200 St, Langley, BC V3A 1K7, Canada",49.07500169999999,-122.6691925
"20470 88 Ave, Langley Twp, BC V1M 2Y6, Canada",49.1617903,-122.6551166
"6808 216 St Unit #102, Langley Twp, BC V2Y 0W9, Canada",49.1262633,-122.6239874
"20826 72 Ave #140, Langley Twp, BC V2Y 0Z9, Canada",49.133073,-122.6448303
"300, 7150 200 St #240, Langley, BC V2Y 3B9, Canada",49.1332367,-122.6672983
"20650 Langley Bypass, Langley, BC V3A 6K8, Canada",49.1128394,-122.6506722
"20787 Fraser Hwy, Langley, BC V3A 2K5, Canada",49.1026082,-122.6473938
"19868 Langley Bypass #100, Langley, BC V3A 4E1, Canada",49.1115891,-122.6719114
"19851 Willowbrook Dr, Langley, BC V2Y 1A7, Canada",49.1184065,-122.6733799
"20151 Fraser Hwy, Langley, BC V3A 4K7, Canada",49.1072944,-122.6626291
"7197 Lantzville Rd, Lantzville, BC V0R 2H0, Canada",49.25044459999999,-124.0753883
"5007 Likely St, Likely, BC V0L 1N0, Canada",52.61556479999999,-121.5694003
"1237 Main St, Lillooet, BC V0K 1V0, Canada",50.6864369,-121.9370101
"350 Centre Rd, Lions Bay, BC V0N 2E0, Canada",49.4596774,-123.2362158
"Little Fort, BC V0E 2C0, Canada",51.4239653,-120.2053428
"111 Chartrand Ave, Logan Lake, BC V0K 0B9, Canada",50.4932282,-120.8135876
"Lone Butte, BC V0K 1X0, Canada",51.554651,-121.20105
"7241 Corners Frontage Rd, Lone Butte, BC V0K 1X1, Canada",51.5467466,-120.9140026
"Lone Butte, BC V0K 1X0, Canada",51.554651,-121.20105
"2319 Aberdeen Rd, Lower Nicola, BC V0K 1Y0, Canada",50.1521598,-120.8807552
"2004 Shuswap Ave, Lumby, BC V0E 2G0, Canada",50.2476496,-118.9662792
"Lund, BC, Canada",49.9817127,-124.7590954
"224 Main St, Lytton, BC V0K 1Z0, Canada",50.2303526,-121.581686
"403 Mackenzie Blvd, Mackenzie, BC V0J 2C0, Canada",55.3392178,-123.0929108
"12671 Sunshine Coast Hwy, Madeira Park, BC V0N 2H1, Canada",49.6229924,-124.0208193
"4270 Oxbow Frontage Rd, Malakwa, BC V0E 2J0, Canada",50.9382712,-118.7834853
"7500 BC-3, Manning Park, BC V1K 1P3, Canada",49.0637425,-120.8195766
"809 Sutil Point Rd, Mansons Landing, BC V0P 1K0, Canada",50.0595708,-124.979598
"22648 Dewdney Trunk Rd, Maple Ridge, BC V2X 3K1, Canada",49.2201927,-122.5947833
"11232 Dartford St, Maple Ridge, BC V2X 1V1, Canada",49.2067227,-122.6493242
"11225 240 St, Maple Ridge, BC V2W, Canada",49.2065657,-122.5566684
"22222 Lougheed Hwy., Maple Ridge, BC V2K 2T2, Canada",49.2165228,-122.6064864
"21525 Dewdney Trunk Rd, Maple Ridge, BC V2X 3G5, Canada",49.2207655,-122.6249198
"24133 102 Ave #103, Maple Ridge, BC V2W 2C6, Canada",49.1876924,-122.552759
"21280 Lougheed Hwy., Maple Ridge, BC V2X 2R7, Canada",49.2167693,-122.6312907
"20398 Dewdney Trunk Rd #160, Maple Ridge, BC V2X 3E3, Canada",49.220572,-122.654831
"20690 Lougheed Hwy., Maple Ridge, BC V2X 2P8, Canada",49.21804299999999,-122.6487736
"12968 232 St, Maple Ridge, BC V2X 6V2, Canada",49.2502317,-122.5869969
"23988 Dewdney Trunk Rd, Maple Ridge, BC V4R 1M7, Canada",49.21997,-122.5575621
"22703 Lougheed Hwy., Maple Ridge, BC V2X 0T5, Canada",49.2181994,-122.5924332
"7702 BC-97A, Mara, BC V0E 2K0, Canada",50.67692779999999,-119.0559444
"413 Fernhill Rd, Mayne Island, BC V0N 2J0, Canada",48.8516172,-123.2987881
"6564 BC-97, McLeese Lake, BC V0L 1P0, Canada",52.419637,-122.2954213
"47265 John Hart Hwy, McLeod Lake, BC V0J 0B3, Canada",54.9880763,-123.0337628
"13312 BC-31, Meadow Creek, BC V0G 1N0, Canada",50.2371638,-116.9731739
"1975 Quilchena Ave, Merritt, BC V1K 1B8, Canada",50.110539,-120.79031
"2350 Voght St, Merritt, BC V1K 1H2, Canada",50.11376970000001,-120.7869066
"3623 De Wolf Way, Merritt, BC V1K 1C4, Canada",50.124143,-120.7628373
"6635 N Island Hwy, Merville, BC V0R 2M0, Canada",49.7839094,-125.0585394
"630 Florence St, Midway, BC V0H 1M0, Canada",49.0088816,-118.7749786
"2690 Mill Bay Rd, Mill Bay, BC V0R 2P1, Canada",48.6501917,-123.5586307
"29560 Lougheed Hwy. b101, Mission, BC V4S 1H7, Canada",49.1627109,-122.4059615
"7871 Stave Lake St a16, Mission 1, BC V2V 0C5, Canada",49.1453358,-122.2923485
"8778 Cedar St #103, Mission 1, BC V4S 1A3, Canada",49.1616193,-122.3156921
"35007 Lougheed Hwy., Mission 1, BC V2V 4H7, Canada",49.1498529,-122.2549572
"7160 Oliver St, Mission 1, BC V2V 6K5, Canada",49.1322217,-122.3418678
"32555 London Ave Unit #352, Mission, BC V2V 6M7, Canada",49.1310947,-122.318758
"32516 14 Ave, Mission 1, BC V2V 2N7, Canada",49.1471859,-122.3242116
"33395 1st Ave, Mission 1, BC V2V 1G9, Canada",49.1346555,-122.3003699
"32555 London Ave, Mission 1, BC V2V 6M7, Canada",49.1301826,-122.321631
"32136 Lougheed Hwy., Mission 1, BC V2V 1A4, Canada",49.1310768,-122.333564
"BC-97, British Columbia, Canada",54.6985492,-122.7918979
"660 10th Ave, Montrose, BC V0G 1P0, Canada",49.0793828,-117.5921501
"1 Strathcona Pkwy, Comox-Strathcona C, BC V0R, Canada",49.7415308,-125.3012317
"9332 Front St, Moyie, BC V0B 2A0, Canada",49.2866254,-115.8324351
"515 Broadway St W, Nakusp, BC V0G 1R0, Canada",50.2393412,-117.8044825
"1866 Cedar Rd, Nanaimo, BC V9X 1L7, Canada",49.1059686,-123.8598958
"2211 Jingle Pot Rd, Nanaimo, BC V9R 6T9, Canada",49.1690147,-123.9882264
"1850 Dufferin Crescent, Nanaimo, BC V9S 0A9, Canada",49.1833339,-123.9840473
"508 Eighth St #3, Nanaimo, BC V9R 1B4, Canada",49.1441218,-123.9504119
"514 Haliburton St, Nanaimo, BC V9R 4W2, Canada",49.1539472,-123.9328557
"2000 Island Hwy N #120, Nanaimo, BC V9S 5W3, Canada",49.191657,-123.968103
"3956 Victoria Ave, Nanaimo, BC V9T 2A2, Canada",49.2075607,-124.0138353
"2220 Bowen Rd #14, Nanaimo, BC V9S 1H9, Canada",49.192297,-123.9915906
"1431 Bowen Rd, Nanaimo, BC V9S 1G4, Canada",49.1771946,-123.9698317
"4750 Rutherford Rd #129, Nanaimo, BC V9T 4K6, Canada",49.2180855,-124.0295551
"1594 MacMillan Rd, Nanaimo, BC V9X 1M2, Canada",49.1158031,-123.8640657
"2875 Departure Bay Rd, Nanaimo, BC V9S 3X1, Canada",49.2057314,-123.970338
"3296 Island Hwy N, Nanaimo, BC V9T 1W1, Canada",49.2062526,-124.0079521
"North, 6950 Island Hwy N building d, Nanaimo, BC V9V 1A6, Canada",49.241355,-124.0546409
"6201 Blueback Rd, Nanaimo, BC V9V 1A8, Canada",49.24175169999999,-124.0403397
"278 Selby St, Nanaimo, BC V9R 2R3, Canada",49.1658303,-123.9428136
"6404 Metral Dr #1, Nanaimo, BC V9T 2L8, Canada",49.2313518,-124.0435657
"5775 Turner Rd, Nanaimo, BC V9T 6L8, Canada",49.2245514,-124.0353484
"530 Fifth St #400, Nanaimo, BC V9R 1P1, Canada",49.1561144,-123.9508169
"1273 Is Hwy S #10, Nanaimo, BC V9R 7A4, Canada",49.13039490000001,-123.9225111
"4700 Hammond Bay Rd, Nanaimo, BC V9T 5B1, Canada",49.2316607,-123.977956
"2199 Trans - Canada Hwy, Nanaimo, BC V9X 1S2, Canada",49.0939082,-123.8866406
"2451 Collins Crescent #2, Nanoose Bay, BC V9P 9J9, Canada",49.2729834,-124.1950505
"2414 Island Hwy E, Nanoose Bay, BC V9P 9E3, Canada",49.2611385,-124.1967119
"225 Robinson Ave #207, Naramata, BC V0H 1N0, Canada",49.5979023,-119.6013039
"1121 Lakeside Dr #157, Nelson, BC V1L 4C1, Canada",49.4994095,-117.2876821
"422 Vernon St, Nelson, BC V1L 4H7, Canada",49.4925174,-117.2947573
"616 Vernon St, Nelson, BC V1L 4G1, Canada",49.4932757,-117.2922104
"2635 Greenwood Rd, Nelson, BC V1L 7A1, Canada",49.5713991,-117.2324577
"5110 BC-3A, Nelson, BC V1L 6N6, Canada",49.6114597,-117.1120889
"5644 BC-3A, Nelson, BC V1L 6Y3, Canada",49.491209,-117.4066455
"4545 10 Ave, New Hazelton, BC V0J 2J0, Canada",55.2470065,-127.5834184
"250 Columbia St, New Westminster, BC V3L 1A6, Canada",49.2053401,-122.9035297
"1110 Ewen Ave, New Westminster, BC V3M 5E4, Canada",49.1845451,-122.9495103
"411 Columbia St, New Westminster, BC V3L 1A9, Canada",49.20457709999999,-122.9059229
"517 Seventh St, New Westminster, BC V3M 6A1, Canada",49.21179799999999,-122.920925
"444 E Columbia St, New Westminster, BC V3L 3W9, Canada",49.2295465,-122.8925205
"140 6th St, New Westminster, BC V3L 2Z9, Canada",49.2060212,-122.9117344
"810 Quayside Dr #104, New Westminster, BC V3M 6B9, Canada",49.200165,-122.91149
"48 8th St, New Westminster, BC V3M 3N8, Canada",49.2017454,-122.9125806
"805 Boyd St T140, New Westminster, BC V3M 5X2, Canada",49.19268,-122.94755
"320 6th St, New Westminster, BC V3L 3B2, Canada",49.2094747,-122.9159662
"812 20th St, New Westminster, BC V3M 1L1, Canada",49.2031248,-122.9491091
"BC-20, British Columbia, Canada",52.0185601,-124.2983621
"10330 McDonald Park Rd suite #108, North Saanich, BC V8L 5X7, Canada",48.6608191,-123.4184111
"700 Old Lillooet Rd, North Vancouver, BC V7J 2H5, Canada",49.312943,-123.0265851
"221 W 1st St, North Vancouver, BC V7M 1B3, Canada",49.31341579999999,-123.0828654
"1433 Lonsdale Ave #127, North Vancouver, BC V7M 2H8, Canada",49.3213635,-123.0725887
"unit A, 2989 Lonsdale Ave, North Vancouver, BC V7N 3J3, Canada",49.3363291,-123.0723387
"135 Pemberton Ave, North Vancouver, BC V7P 2R3, Canada",49.317302,-123.1082514
"2180 Dollarton Hwy #100, North Vancouver, BC V7H 0B5, Canada",49.3061872,-123.0148277
"1520 Barrow St, North Vancouver, BC V7J 1B7, Canada",49.3046936,-123.0310431
"3246 Connaught Crescent, North Vancouver, BC V7R 0A7, Canada",49.3387246,-123.1027344
"1133 Mt Seymour Rd d120, North Vancouver, BC V7H 2Y5, Canada",49.3166132,-122.9693157
"333 Brooksbank Ave #900, North Vancouver, BC V7J 3S8, Canada",49.3095559,-123.0407718
"1887 Marine Dr, North Vancouver, BC V7P 1V5, Canada",49.3238063,-123.1197012
"1262 Lynn Valley Rd, North Vancouver, BC V7J 2A3, Canada",49.3372676,-123.0390006
"126 13th St E, North Vancouver, BC V7L 4W8, Canada",49.3201137,-123.0708751
"1250 Marine Dr, North Vancouver, BC V7P 1T2, Canada",49.3247745,-123.1091032
"998 Marine Dr, North Vancouver, BC V7P 3C4, Canada",49.3239437,-123.1018259
"123 Carrie Cates Ct #119, North Vancouver, BC V7M 3K7, Canada",49.30967769999999,-123.0834266
"2187 Oak Bay Ave #118, Victoria, BC V8R 1G1, Canada",48.4263382,-123.3164484
"910 Main St, Okanagan Falls, BC V0H 1R7, Canada",49.34463419999999,-119.571815
"5109 9th Ave, Okanagan Falls, BC V0H 1R7, Canada",49.3446107,-119.5733448
"34017 97th St #170, Oliver, BC V0H 1T9, Canada",49.1705608,-119.5549248
"100 Enterprise Wy b12, Oliver, BC V0H 1T2, Canada",49.2367298,-119.5286662
"4856 Mariposa Rd, Okanagan-Similkameen C, BC V0H 1T1, Canada",49.1384084,-119.587243
"4856 Mariposa Rd, Okanagan-Similkameen C, BC V0H 1T1, Canada",49.1384084,-119.587243
"6201 45 St, Osoyoos, BC V0H 1V6, Canada",49.0284086,-119.4358888
"7603 Spartan Dr, Osoyoos, BC V0H 1V1, Canada",49.0332946,-119.4632237
"6403 Cottonwood Dr, Osoyoos, BC V0H 1V3, Canada",49.0306825,-119.4487385
"16020 Oyama Rd, Lake Country, BC V4V 2E4, Canada",50.1107171,-119.3850194
"2035 Panorama Dr, Panorama, BC V0A 1T0, Canada",50.4579552,-116.2412392
"1209 Island Hwy E #10, Parksville, BC V9P 1R5, Canada",49.3067034,-124.2623912
"160 Corfield St S Unit 1, Parksville, BC V9P 0C1, Canada",49.31948320000001,-124.3068728
"371 Alberni Hwy #1, Parksville, BC V9P 1J9, Canada",49.313395,-124.321697
"163 Alberni Hwy, Parksville, BC V9P 1L9, Canada",49.31900719999999,-124.3141375
"1401 Alberni Hwy, Parksville, BC V9P 2B8, Canada",49.3064159,-124.36008
"491 Island Hwy E, Parksville, BC V9P 1T5, Canada",49.31835969999999,-124.2965673
"818 Island Hwy W, Parksville, BC V9P 2B7, Canada",49.3300012,-124.3450162
"3392 BC-95, Parson, BC V0A 1L0, Canada",51.0813223,-116.6580743
"5025 BC-97, Farmington, BC V0C 1N0, Canada",55.91040839999999,-120.5178271
"5500 Clements Cres #14, Peachland, BC V0H 1X5, Canada",49.784434,-119.7161624
"5854 Beach Ave, Peachland, BC V0H 1X6, Canada",49.7728244,-119.7375505
"7423 Frontier St, Pemberton, BC V0N 0A7, Canada",50.3212379,-122.8068181
"5827 Schooner Way, Pender Island, BC V0N 2M0, Canada",48.7613452,-123.270428
"9801 Spalding Rd, Pender Island, BC V0N 2M3, Canada",48.7473696,-123.2268517
"1173 Government St, Penticton, BC V2A 2M2, Canada",49.4883535,-119.579392
"360 Martin St, Penticton, BC V2A 5K4, Canada",49.4975566,-119.5928013
"1652 Fairview Rd #101, Penticton, BC V2A 6A7, Canada",49.4805491,-119.5937246
"2460 Skaha Lake Rd, Penticton, BC V2A 6E8, Canada",49.46975519999999,-119.5835344
"3502 Skaha Lake Rd, Penticton, BC V2A 3V5, Canada",49.4563952,-119.5867466
"201 Main St, Penticton, BC V2A 5B1, Canada",49.50011199999999,-119.5934291
"2111 Main St #163, Penticton, BC V2A 6W6, Canada",49.4750103,-119.5835641
"2897 Skaha Lake Rd, Penticton, BC V2A 9B8, Canada",49.4638035,-119.5879962
"290 Riverside Dr #152, Penticton, BC V2A 5Y5, Canada",49.4964964,-119.615441
"553 Vees Dr Unit 101, Penticton, BC V2A 7K9, Canada",49.4940185,-119.6032791
"2111 Main St #161, Penticton, BC V2A 6W6, Canada",49.4744298,-119.5846525
"2536 Harper Ranch Rd, Kamloops, BC V2H 1J2, Canada",50.6740352,-120.1532119
"Alaska Hwy & Mile 143 Rd, Peace River, BC V0C 2B0, Canada",57.0385829,-122.5047835
"19167 Ford Rd, Pitt Meadows, BC V3Y 2B6, Canada",49.22266579999999,-122.6904559
"19267 Lougheed Hwy., Pitt Meadows, BC V3Y 1Z2, Canada",49.2310293,-122.6876484
"19040 Lougheed Hwy. #13, Pitt Meadows, BC V3Y 2J2, Canada",49.2319663,-122.6938615
"3835 Redford St, Port Alberni, BC V9Y 3S2, Canada",49.2458567,-124.7922549
"5086 Johnston Rd, Port Alberni, BC V9Y 6G2, Canada",49.2573965,-124.8129335
"4277 Stamp Ave, Port Alberni, BC V9Y 5J7, Canada",49.2536157,-124.8061761
"4940 Cherry Creek Rd, Port Alberni, BC V9Y 8E9, Canada",49.2645676,-124.7889776
"2970 Alberni Hwy, Port Alberni, BC V9Y 8R3, Canada",49.26599950000001,-124.7724612
"2943 10th Ave, Port Alberni, BC V9Y 2N5, Canada",49.23275659999999,-124.7970867
"3684 3rd Ave, Port Alberni, BC V9Y 4G1, Canada",49.2430556,-124.8081803
"4850 Beaver Creek Rd, Port Alberni, BC V9Y 7C8, Canada",49.2611184,-124.8191766
"91 Bayview Dr #282, Port Clements, BC V0T 1R0, Canada",53.6886911,-132.1842557
"2099 Lougheed Hwy., Port Coquitlam, BC V3B 1A8, Canada",49.26645540000001,-122.7729012
"855 Village Dr building v1, Port Coquitlam, BC V3B 0G9, Canada",49.2526364,-122.7373097
"2342 Elgin Ave, Port Coquitlam, BC V3C 3G5, Canada",49.2637735,-122.7814598
"1760 Kingsway Ave, Port Coquitlam, BC V3C 1S5, Canada",49.2530249,-122.7651317
"3255 Coast Meridian Rd, Port Coquitlam, BC V3B 3N3, Canada",49.271846,-122.7572415
"1864 Argue St, Port Coquitlam, BC V3C 5K4, Canada",49.23493089999999,-122.767255
"4030 Byng Rd, Port Hardy, BC V0N 2P0, Canada",50.68827080000001,-127.3857364
"6555 Hardy Bay Rd, Port Hardy, BC V0N 2P0, Canada",50.7127292,-127.4914444
"1817 Campbell Way, Port McNeill, BC V0N 2R0, Canada",50.5864083,-127.0842148
"1703 Broughton Blvd, Port McNeill, BC V0N 2R0, Canada",50.590059,-127.0852716
"3224 St Johns St, Port Moody, BC V3H 2C9, Canada",49.2769688,-122.8325433
"2929 St Johns St #4, Port Moody, BC V3H 2C2, Canada",49.27639449999999,-122.8466095
"2414 St Johns St, Port Moody, BC V3H 2A9, Canada",49.2769778,-122.8573344
"215 Newport Dr, Port Moody, BC V3H 5C7, Canada",49.282647,-122.8269483
"17015 Parkinson Rd, Juan De Fuca (Part 2), BC V0S 1K0, Canada",48.5550446,-124.4050224
"5102 50 Ave, Pouce Coupe, BC V0C 2C0, Canada",55.7162604,-120.1303969
"7010 Duncan St #101, Powell River, BC V8A 1V9, Canada",49.8356557,-124.5204726
"4675 Ontario Ave, Powell River, BC V8A 5B9, Canada",49.8422025,-124.5152684
"6251 Yew St, Powell River, BC V8A 4J9, Canada",49.8731452,-124.5518947
"7074 Westminster St, Powell River, BC V8A 1C5, Canada",49.80244250000001,-124.5177352
"4493 Marine Ave #7, Powell River, BC V8A 2K3, Canada",49.8374383,-124.5277533
"5728 Manson Ave, Powell River, BC V8A 3R8, Canada",49.8714928,-124.5284777
"Powell River, BC, Canada",49.8352352,-124.5247062
"2365 Lang Bay Rd, Powell River, BC V8A 0N5, Canada",49.7796306,-124.3453803
"4327 Nordic Dr, Prince George, BC V2K 3B2, Canada",53.9989661,-122.8002
"6055 Monterey Rd, Prince George, BC V2K 4M2, Canada",53.9788851,-122.7714468
"Tabor Plaza, 100 Tabor Blvd S, Prince George, BC V2M 5R5, Canada",53.9264908,-122.8024652
"4182 15th Ave, Prince George, BC V2M 1V8, Canada",53.9108811,-122.8014171
"2150 Ferry Ave #2324, Prince George, BC V2N 0B1, Canada",53.8898085,-122.7680284
"2626 Vance Rd, Prince George, BC V2N 7A7, Canada",53.8813522,-122.7729205
"2280 John Hart Hwy, Prince George, BC V2K 2X8, Canada",53.9456546,-122.7612528
"1836 Boundary Rd, Prince George, BC V2N 2H8, Canada",53.9021736,-122.6776185
"444 George St, Prince George, BC V2L 1R7, Canada",53.9148641,-122.743074
"6957 Giscome Rd, Prince George, BC V2N 6T5, Canada",53.8979478,-122.619564
"1724 Strathcona Ave, Prince George, BC V2L 4E8, Canada",53.90254239999999,-122.7598294
"433 Carney St, Prince George, BC V2M 2K4, Canada",53.9213462,-122.7697093
"9912 Sintich Rd, Prince George, BC V2N 6E5, Canada",53.8499202,-122.7068335
"6333 Southridge Ave #112, Prince George, BC V2N 6Z4, Canada",53.8640737,-122.7888683
"1933 Queensway, Prince George, BC V2L 1M1, Canada",53.9059957,-122.7426384
"1512 12 Ave, Prince George, BC V2L 3S9, Canada",53.9113889,-122.7550001
"1073 Central St W, Prince George, BC V2M 3C9, Canada",53.91466560000001,-122.7830305
"460 Ospika Blvd S, Prince George, BC V2M 3R3, Canada",53.9213452,-122.7937291
"11478 Carmel Dr, Prince George, BC V2N 5B8, Canada",53.8168813,-122.9130079
"4488 BC-16 #118, Prince George, BC V2N 6X6, Canada",53.8572038,-122.8159046
